Country Code,Country,Year,Series,System of trade,Value
24,Angola,2020,Exports FOB (millions of US dollars),S,"72,235"
24,Angola,1995,Balance imports/exports (millions of US dollars),S,"2,126"
24,Angola,2005,Balance imports/exports (millions of US dollars),S,"15,514"
24,Angola,2010,Balance imports/exports (millions of US dollars),S,"34,469"
24,Angola,2015,Balance imports/exports (millions of US dollars),S,"12,376"
24,Angola,2018,Balance imports/exports (millions of US dollars),S,"26,060"
24,Angola,2019,Balance imports/exports (millions of US dollars),S,"19,423"
24,Angola,2020,Balance imports/exports (millions of US dollars),S,"31,244"
660,Anguilla,1995,Imports CIF (millions of US dollars),S,53
660,Anguilla,2005,Imports CIF (millions of US dollars),S,133
660,Anguilla,2010,Imports CIF (millions of US dollars),S,149
660,Anguilla,2015,Imports CIF (millions of US dollars),S,204
660,Anguilla,2018,Imports CIF (millions of US dollars),S,292
660,Anguilla,2019,Imports CIF (millions of US dollars),S,283
660,Anguilla,2020,Imports CIF (millions of US dollars),S,148
660,Anguilla,1995,Exports FOB (millions of US dollars),S,1
660,Anguilla,2005,Exports FOB (millions of US dollars),S,7
660,Anguilla,2010,Exports FOB (millions of US dollars),S,12
660,Anguilla,2015,Exports FOB (millions of US dollars),S,11
660,Anguilla,2018,Exports FOB (millions of US dollars),S,5
660,Anguilla,2019,Exports FOB (millions of US dollars),S,12
660,Anguilla,2020,Exports FOB (millions of US dollars),S,2
660,Anguilla,1995,Balance imports/exports (millions of US dollars),S,-52
660,Anguilla,2005,Balance imports/exports (millions of US dollars),S,-126
660,Anguilla,2010,Balance imports/exports (millions of US dollars),S,-137
660,Anguilla,2015,Balance imports/exports (millions of US dollars),S,-193
660,Anguilla,2018,Balance imports/exports (millions of US dollars),S,-287
660,Anguilla,2019,Balance imports/exports (millions of US dollars),S,-270
660,Anguilla,2020,Balance imports/exports (millions of US dollars),S,-145
28,Antigua and Barbuda,1995,Imports CIF (millions of US dollars),G,344
28,Antigua and Barbuda,2005,Imports CIF (millions of US dollars),G,525
28,Antigua and Barbuda,2010,Imports CIF (millions of US dollars),G,501
28,Antigua and Barbuda,2015,Imports CIF (millions of US dollars),G,465
28,Antigua and Barbuda,2018,Imports CIF (millions of US dollars),G,569
28,Antigua and Barbuda,2019,Imports CIF (millions of US dollars),G,568
28,Antigua and Barbuda,2020,Imports CIF (millions of US dollars),G,401
28,Antigua and Barbuda,1995,Exports FOB (millions of US dollars),G,53
28,Antigua and Barbuda,2005,Exports FOB (millions of US dollars),G,121
28,Antigua and Barbuda,2010,Exports FOB (millions of US dollars),G,35
28,Antigua and Barbuda,2015,Exports FOB (millions of US dollars),G,26
28,Antigua and Barbuda,2018,Exports FOB (millions of US dollars),G,26
28,Antigua and Barbuda,2019,Exports FOB (millions of US dollars),G,37
28,Antigua and Barbuda,2020,Exports FOB (millions of US dollars),G,22
28,Antigua and Barbuda,1995,Balance imports/exports (millions of US dollars),G,-291
28,Antigua and Barbuda,2005,Balance imports/exports (millions of US dollars),G,-405
28,Antigua and Barbuda,2010,Balance imports/exports (millions of US dollars),G,-466
28,Antigua and Barbuda,2015,Balance imports/exports (millions of US dollars),G,-439
28,Antigua and Barbuda,2018,Balance imports/exports (millions of US dollars),G,-543
28,Antigua and Barbuda,2019,Balance imports/exports (millions of US dollars),G,-531
28,Antigua and Barbuda,2020,Balance imports/exports (millions of US dollars),G,-380
32,Argentina,1995,Imports CIF (millions of US dollars),S,"20,122"
32,Argentina,2005,Imports CIF (millions of US dollars),S,"28,689"
32,Argentina,2010,Imports CIF (millions of US dollars),S,"56,792"
32,Argentina,2015,Imports CIF (millions of US dollars),S,"60,203"
32,Argentina,2018,Imports CIF (millions of US dollars),S,"65,441"
32,Argentina,2019,Imports CIF (millions of US dollars),S,"49,125"
32,Argentina,2020,Imports CIF (millions of US dollars),S,"42,356"
32,Argentina,1995,Exports FOB (millions of US dollars),S,"20,963"
32,Argentina,2005,Exports FOB (millions of US dollars),S,"40,106"
32,Argentina,2010,Exports FOB (millions of US dollars),S,"68,174"
32,Argentina,2015,Exports FOB (millions of US dollars),S,"56,784"
32,Argentina,2018,Exports FOB (millions of US dollars),S,"61,558"
32,Argentina,2019,Exports FOB (millions of US dollars),S,"65,114"
32,Argentina,2020,Exports FOB (millions of US dollars),S,"54,884"
32,Argentina,1995,Balance imports/exports (millions of US dollars),S,841
32,Argentina,2005,Balance imports/exports (millions of US dollars),S,"11,418"
32,Argentina,2010,Balance imports/exports (millions of US dollars),S,"11,382"
32,Argentina,2015,Balance imports/exports (millions of US dollars),S,"-3,419"
32,Argentina,2018,Balance imports/exports (millions of US dollars),S,"-3,883"
32,Argentina,2019,Balance imports/exports (millions of US dollars),S,"15,989"
32,Argentina,2020,Balance imports/exports (millions of US dollars),S,"12,528"
51,Armenia,1995,Imports CIF (millions of US dollars),S,674
51,Armenia,2005,Imports CIF (millions of US dollars),S,"1,692"
51,Armenia,2010,Imports CIF (millions of US dollars),S,"3,782"
51,Armenia,2015,Imports CIF (millions of US dollars),S,"3,257"
51,Armenia,2018,Imports CIF (millions of US dollars),S,"4,850"
51,Armenia,2019,Imports CIF (millions of US dollars),S,"5,072"
51,Armenia,2020,Imports CIF (millions of US dollars),S,"4,541"
51,Armenia,1995,Exports FOB (millions of US dollars),S,271
51,Armenia,2005,Exports FOB (millions of US dollars),S,937
51,Armenia,2010,Exports FOB (millions of US dollars),S,"1,011"
51,Armenia,2015,Exports FOB (millions of US dollars),S,"1,483"
51,Armenia,2018,Exports FOB (millions of US dollars),S,"2,383"
51,Armenia,2019,Exports FOB (millions of US dollars),S,"2,620"
51,Armenia,2020,Exports FOB (millions of US dollars),S,"2,520"
51,Armenia,1995,Balance imports/exports (millions of US dollars),S,-403
51,Armenia,2005,Balance imports/exports (millions of US dollars),S,-755
51,Armenia,2010,Balance imports/exports (millions of US dollars),S,"-2,770"
51,Armenia,2015,Balance imports/exports (millions of US dollars),S,"-1,774"
51,Armenia,2018,Balance imports/exports (millions of US dollars),S,"-2,467"
51,Armenia,2019,Balance imports/exports (millions of US dollars),S,"-2,452"
51,Armenia,2020,Balance imports/exports (millions of US dollars),S,"-2,021"
533,Aruba,1995,Imports CIF (millions of US dollars),S,566
533,Aruba,2005,Imports CIF (millions of US dollars),S,"1,030"
533,Aruba,2010,Imports CIF (millions of US dollars),S,"1,071"
533,Aruba,2015,Imports CIF (millions of US dollars),S,"1,165"
533,Aruba,2018,Imports CIF (millions of US dollars),S,"1,258"
533,Aruba,2019,Imports CIF (millions of US dollars),S,"1,320"
533,Aruba,2020,Imports CIF (millions of US dollars),S,939
533,Aruba,1995,Exports FOB (millions of US dollars),S,15
533,Aruba,2005,Exports FOB (millions of US dollars),S,106
533,Aruba,2010,Exports FOB (millions of US dollars),S,125
533,Aruba,2015,Exports FOB (millions of US dollars),S,80
533,Aruba,2018,Exports FOB (millions of US dollars),S,70
533,Aruba,2019,Exports FOB (millions of US dollars),S,84
533,Aruba,2020,Exports FOB (millions of US dollars),S,66
533,Aruba,1995,Balance imports/exports (millions of US dollars),S,-551
533,Aruba,2005,Balance imports/exports (millions of US dollars),S,-924
533,Aruba,2010,Balance imports/exports (millions of US dollars),S,-947
533,Aruba,2015,Balance imports/exports (millions of US dollars),S,"-1,085"
533,Aruba,2018,Balance imports/exports (millions of US dollars),S,"-1,188"
533,Aruba,2019,Balance imports/exports (millions of US dollars),S,"-1,236"
533,Aruba,2020,Balance imports/exports (millions of US dollars),S,-873
36,Australia,1995,Imports CIF (millions of US dollars),G,"57,381"
36,Australia,2005,Imports CIF (millions of US dollars),G,"125,221"
36,Australia,2010,Imports CIF (millions of US dollars),G,"201,703"
36,Australia,2015,Imports CIF (millions of US dollars),G,"200,114"
36,Australia,2018,Imports CIF (millions of US dollars),G,"235,535"
36,Australia,2019,Imports CIF (millions of US dollars),G,"221,481"
36,Australia,2020,Imports CIF (millions of US dollars),G,"211,973"
36,Australia,1995,Exports FOB (millions of US dollars),G,"52,628"
36,Australia,2005,Exports FOB (millions of US dollars),G,"106,011"
36,Australia,2010,Exports FOB (millions of US dollars),G,"212,109"
36,Australia,2015,Exports FOB (millions of US dollars),G,"187,792"
36,Australia,2018,Exports FOB (millions of US dollars),G,"252,758"
36,Australia,2019,Exports FOB (millions of US dollars),G,"266,377"
36,Australia,2020,Exports FOB (millions of US dollars),G,"245,046"
36,Australia,1995,Balance imports/exports (millions of US dollars),G,"-4,752"
36,Australia,2005,Balance imports/exports (millions of US dollars),G,"-19,210"
36,Australia,2010,Balance imports/exports (millions of US dollars),G,"10,405"
36,Australia,2015,Balance imports/exports (millions of US dollars),G,"-12,322"
36,Australia,2018,Balance imports/exports (millions of US dollars),G,"17,223"
36,Australia,2019,Balance imports/exports (millions of US dollars),G,"44,896"
36,Australia,2020,Balance imports/exports (millions of US dollars),G,"33,073"
40,Austria,1995,Imports CIF (millions of US dollars),S,"66,331"
40,Austria,2005,Imports CIF (millions of US dollars),S,"119,950"
40,Austria,2010,Imports CIF (millions of US dollars),S,"150,593"
40,Austria,2015,Imports CIF (millions of US dollars),S,"147,928"
40,Austria,2018,Imports CIF (millions of US dollars),S,"184,195"
40,Austria,2019,Imports CIF (millions of US dollars),S,"176,596"
40,Austria,2020,Imports CIF (millions of US dollars),S,"162,981"
40,Austria,1995,Exports FOB (millions of US dollars),S,"53,460"
40,Austria,2005,Exports FOB (millions of US dollars),S,"117,722"
40,Austria,2010,Exports FOB (millions of US dollars),S,"144,882"
40,Austria,2015,Exports FOB (millions of US dollars),S,"145,276"
40,Austria,2018,Exports FOB (millions of US dollars),S,"176,992"
40,Austria,2019,Exports FOB (millions of US dollars),S,"171,532"
40,Austria,2020,Exports FOB (millions of US dollars),S,"164,332"
40,Austria,1995,Balance imports/exports (millions of US dollars),S,"-12,871"
40,Austria,2005,Balance imports/exports (millions of US dollars),S,"-2,228"
40,Austria,2010,Balance imports/exports (millions of US dollars),S,"-5,711"
40,Austria,2015,Balance imports/exports (millions of US dollars),S,"-2,652"
40,Austria,2018,Balance imports/exports (millions of US dollars),S,"-7,203"
40,Austria,2019,Balance imports/exports (millions of US dollars),S,"-5,064"
40,Austria,2020,Balance imports/exports (millions of US dollars),S,"1,351"
31,Azerbaijan,1995,Imports CIF (millions of US dollars),G,666
31,Azerbaijan,2005,Imports CIF (millions of US dollars),G,"4,211"
31,Azerbaijan,2010,Imports CIF (millions of US dollars),G,"6,597"
31,Azerbaijan,2015,Imports CIF (millions of US dollars),G,"9,214"
31,Azerbaijan,2018,Imports CIF (millions of US dollars),G,"11,460"
31,Azerbaijan,2019,Imports CIF (millions of US dollars),G,"13,650"
31,Azerbaijan,2020,Imports CIF (millions of US dollars),G,"10,730"
31,Azerbaijan,1995,Exports FOB (millions of US dollars),G,637
31,Azerbaijan,2005,Exports FOB (millions of US dollars),G,"4,347"
31,Azerbaijan,2010,Exports FOB (millions of US dollars),G,"21,278"
31,Azerbaijan,2015,Exports FOB (millions of US dollars),G,"12,646"
31,Azerbaijan,2018,Exports FOB (millions of US dollars),G,"19,489"
31,Azerbaijan,2019,Exports FOB (millions of US dollars),G,"19,635"
31,Azerbaijan,2020,Exports FOB (millions of US dollars),G,"13,741"
31,Azerbaijan,1995,Balance imports/exports (millions of US dollars),G,-30
31,Azerbaijan,2005,Balance imports/exports (millions of US dollars),G,136
31,Azerbaijan,2010,Balance imports/exports (millions of US dollars),G,"14,682"
31,Azerbaijan,2015,Balance imports/exports (millions of US dollars),G,"3,432"
31,Azerbaijan,2018,Balance imports/exports (millions of US dollars),G,"8,029"
31,Azerbaijan,2019,Balance imports/exports (millions of US dollars),G,"5,986"
31,Azerbaijan,2020,Balance imports/exports (millions of US dollars),G,"3,011"
44,Bahamas,1995,Imports CIF (millions of US dollars),G,"1,243"
44,Bahamas,2005,Imports CIF (millions of US dollars),G,"2,567"
44,Bahamas,2010,Imports CIF (millions of US dollars),G,"2,862"
44,Bahamas,2015,Imports CIF (millions of US dollars),G,"3,161"
44,Bahamas,2018,Imports CIF (millions of US dollars),G,"3,524"
44,Bahamas,2019,Imports CIF (millions of US dollars),G,"3,373"
44,Bahamas,2020,Imports CIF (millions of US dollars),G,"2,790"
44,Bahamas,1995,Exports FOB (millions of US dollars),G,176
44,Bahamas,2005,Exports FOB (millions of US dollars),G,271
44,Bahamas,2010,Exports FOB (millions of US dollars),G,620
44,Bahamas,2015,Exports FOB (millions of US dollars),G,443
44,Bahamas,2018,Exports FOB (millions of US dollars),G,524
44,Bahamas,2019,Exports FOB (millions of US dollars),G,550
44,Bahamas,2020,Exports FOB (millions of US dollars),G,410
44,Bahamas,1995,Balance imports/exports (millions of US dollars),G,"-1,067"
44,Bahamas,2005,Balance imports/exports (millions of US dollars),G,"-2,296"
44,Bahamas,2010,Balance imports/exports (millions of US dollars),G,"-2,242"
44,Bahamas,2015,Balance imports/exports (millions of US dollars),G,"-2,719"
44,Bahamas,2018,Balance imports/exports (millions of US dollars),G,"-3,000"
44,Bahamas,2019,Balance imports/exports (millions of US dollars),G,"-2,823"
44,Bahamas,2020,Balance imports/exports (millions of US dollars),G,"-2,380"
48,Bahrain,1995,Imports CIF (millions of US dollars),G,"3,679"
48,Bahrain,2005,Imports CIF (millions of US dollars),G,"9,339"
48,Bahrain,2010,Imports CIF (millions of US dollars),G,"16,002"
48,Bahrain,2015,Imports CIF (millions of US dollars),G,"16,390"
48,Bahrain,2018,Imports CIF (millions of US dollars),G,"20,598"
48,Bahrain,2019,Imports CIF (millions of US dollars),G,"18,680"
48,Bahrain,2020,Imports CIF (millions of US dollars),G,"14,193"
48,Bahrain,1995,Exports FOB (millions of US dollars),G,"3,475"
48,Bahrain,2005,Exports FOB (millions of US dollars),G,"10,239"
48,Bahrain,2010,Exports FOB (millions of US dollars),G,"16,059"
48,Bahrain,2015,Exports FOB (millions of US dollars),G,"13,882"
48,Bahrain,2018,Exports FOB (millions of US dollars),G,"14,348"
48,Bahrain,2019,Exports FOB (millions of US dollars),G,"14,355"
48,Bahrain,2020,Exports FOB (millions of US dollars),G,"14,066"
48,Bahrain,1995,Balance imports/exports (millions of US dollars),G,-204
48,Bahrain,2005,Balance imports/exports (millions of US dollars),G,899
48,Bahrain,2010,Balance imports/exports (millions of US dollars),G,58
48,Bahrain,2015,Balance imports/exports (millions of US dollars),G,"-2,508"
48,Bahrain,2018,Balance imports/exports (millions of US dollars),G,"-6,250"
48,Bahrain,2019,Balance imports/exports (millions of US dollars),G,"-4,325"
48,Bahrain,2020,Balance imports/exports (millions of US dollars),G,-127
50,Bangladesh,1995,Imports CIF (millions of US dollars),G,"5,438"
50,Bangladesh,2005,Imports CIF (millions of US dollars),G,"12,631"
50,Bangladesh,2010,Imports CIF (millions of US dollars),G,"30,504"
50,Bangladesh,2015,Imports CIF (millions of US dollars),G,"48,059"
50,Bangladesh,2018,Imports CIF (millions of US dollars),G,"55,368"
50,Bangladesh,2019,Imports CIF (millions of US dollars),G,"55,019"
50,Bangladesh,2020,Imports CIF (millions of US dollars),G,"45,777"
50,Bangladesh,1995,Exports FOB (millions of US dollars),G,"3,407"
50,Bangladesh,2005,Exports FOB (millions of US dollars),G,"9,332"
50,Bangladesh,2010,Exports FOB (millions of US dollars),G,"19,231"
50,Bangladesh,2015,Exports FOB (millions of US dollars),G,"31,734"
50,Bangladesh,2018,Exports FOB (millions of US dollars),G,"33,634"
50,Bangladesh,2019,Exports FOB (millions of US dollars),G,"35,919"
50,Bangladesh,2020,Exports FOB (millions of US dollars),G,"30,768"
50,Bangladesh,1995,Balance imports/exports (millions of US dollars),G,"-2,031"
50,Bangladesh,2005,Balance imports/exports (millions of US dollars),G,"-3,299"
50,Bangladesh,2010,Balance imports/exports (millions of US dollars),G,"-11,273"
50,Bangladesh,2015,Balance imports/exports (millions of US dollars),G,"-16,325"
50,Bangladesh,2018,Balance imports/exports (millions of US dollars),G,"-21,734"
50,Bangladesh,2019,Balance imports/exports (millions of US dollars),G,"-19,100"
50,Bangladesh,2020,Balance imports/exports (millions of US dollars),G,"-15,009"
52,Barbados,1995,Imports CIF (millions of US dollars),G,766
52,Barbados,2005,Imports CIF (millions of US dollars),G,"1,672"
52,Barbados,2010,Imports CIF (millions of US dollars),G,"1,196"
52,Barbados,2015,Imports CIF (millions of US dollars),G,"1,618"
52,Barbados,2018,Imports CIF (millions of US dollars),G,"1,600"
52,Barbados,2019,Imports CIF (millions of US dollars),G,"1,581"
52,Barbados,2020,Imports CIF (millions of US dollars),G,"1,501"
52,Barbados,1995,Exports FOB (millions of US dollars),G,238
52,Barbados,2005,Exports FOB (millions of US dollars),G,361
52,Barbados,2010,Exports FOB (millions of US dollars),G,314
52,Barbados,2015,Exports FOB (millions of US dollars),G,483
52,Barbados,2018,Exports FOB (millions of US dollars),G,458
52,Barbados,2019,Exports FOB (millions of US dollars),G,444
52,Barbados,2020,Exports FOB (millions of US dollars),G,345
52,Barbados,1995,Balance imports/exports (millions of US dollars),G,-528
52,Barbados,2005,Balance imports/exports (millions of US dollars),G,"-1,311"
52,Barbados,2010,Balance imports/exports (millions of US dollars),G,-883
52,Barbados,2015,Balance imports/exports (millions of US dollars),G,"-1,135"
52,Barbados,2018,Balance imports/exports (millions of US dollars),G,"-1,142"
52,Barbados,2019,Balance imports/exports (millions of US dollars),G,"-1,137"
52,Barbados,2020,Balance imports/exports (millions of US dollars),G,"-1,156"
112,Belarus,1995,Imports CIF (millions of US dollars),G,"5,382"
112,Belarus,2005,Imports CIF (millions of US dollars),G,"16,699"
112,Belarus,2010,Imports CIF (millions of US dollars),G,"34,884"
112,Belarus,2015,Imports CIF (millions of US dollars),G,"30,291"
112,Belarus,2018,Imports CIF (millions of US dollars),G,"38,409"
112,Belarus,2019,Imports CIF (millions of US dollars),G,"39,477"
112,Belarus,2020,Imports CIF (millions of US dollars),G,"32,592"
112,Belarus,1995,Exports FOB (millions of US dollars),G,"4,623"
112,Belarus,2005,Exports FOB (millions of US dollars),G,"15,977"
112,Belarus,2010,Exports FOB (millions of US dollars),G,"25,283"
112,Belarus,2015,Exports FOB (millions of US dollars),G,"26,660"
112,Belarus,2018,Exports FOB (millions of US dollars),G,"33,726"
112,Belarus,2019,Exports FOB (millions of US dollars),G,"32,955"
112,Belarus,2020,Exports FOB (millions of US dollars),G,"29,040"
112,Belarus,1995,Balance imports/exports (millions of US dollars),G,-759
112,Belarus,2005,Balance imports/exports (millions of US dollars),G,-722
112,Belarus,2010,Balance imports/exports (millions of US dollars),G,"-9,601"
112,Belarus,2015,Balance imports/exports (millions of US dollars),G,"-3,631"
112,Belarus,2018,Balance imports/exports (millions of US dollars),G,"-4,683"
112,Belarus,2019,Balance imports/exports (millions of US dollars),G,"-6,522"
112,Belarus,2020,Balance imports/exports (millions of US dollars),G,"-3,553"
56,Belgium,1995,Imports CIF (millions of US dollars),S,"153,388"
56,Belgium,2005,Imports CIF (millions of US dollars),S,"319,085"
56,Belgium,2010,Imports CIF (millions of US dollars),S,"391,256"
56,Belgium,2015,Imports CIF (millions of US dollars),S,"371,025"
56,Belgium,2018,Imports CIF (millions of US dollars),S,"339,997"
56,Belgium,2019,Imports CIF (millions of US dollars),S,"317,737"
56,Belgium,2020,Imports CIF (millions of US dollars),S,"301,292"
56,Belgium,1995,Exports FOB (millions of US dollars),S,"168,154"
56,Belgium,2005,Exports FOB (millions of US dollars),S,"335,692"
56,Belgium,2010,Exports FOB (millions of US dollars),S,"407,596"
56,Belgium,2015,Exports FOB (millions of US dollars),S,"397,739"
56,Belgium,2018,Exports FOB (millions of US dollars),S,"323,690"
56,Belgium,2019,Exports FOB (millions of US dollars),S,"311,015"
56,Belgium,2020,Exports FOB (millions of US dollars),S,"298,313"
56,Belgium,1995,Balance imports/exports (millions of US dollars),S,"14,765"
56,Belgium,2005,Balance imports/exports (millions of US dollars),S,"16,606"
56,Belgium,2010,Balance imports/exports (millions of US dollars),S,"16,340"
56,Belgium,2015,Balance imports/exports (millions of US dollars),S,"26,714"
56,Belgium,2018,Balance imports/exports (millions of US dollars),S,"-16,307"
56,Belgium,2019,Balance imports/exports (millions of US dollars),S,"-6,721"
56,Belgium,2020,Balance imports/exports (millions of US dollars),S,"-2,979"
84,Belize,1995,Imports CIF (millions of US dollars),G,259
84,Belize,2005,Imports CIF (millions of US dollars),G,439
84,Belize,2010,Imports CIF (millions of US dollars),G,700
84,Belize,2015,Imports CIF (millions of US dollars),G,996
84,Belize,2018,Imports CIF (millions of US dollars),G,958
84,Belize,2019,Imports CIF (millions of US dollars),G,986
84,Belize,2020,Imports CIF (millions of US dollars),G,787
84,Belize,1995,Exports FOB (millions of US dollars),G,162
84,Belize,2005,Exports FOB (millions of US dollars),G,208
84,Belize,2010,Exports FOB (millions of US dollars),G,282
84,Belize,2015,Exports FOB (millions of US dollars),G,314
84,Belize,2018,Exports FOB (millions of US dollars),G,241
84,Belize,2019,Exports FOB (millions of US dollars),G,245
84,Belize,2020,Exports FOB (millions of US dollars),G,212
84,Belize,1995,Balance imports/exports (millions of US dollars),G,-97
84,Belize,2005,Balance imports/exports (millions of US dollars),G,-231
84,Belize,2010,Balance imports/exports (millions of US dollars),G,-418
84,Belize,2015,Balance imports/exports (millions of US dollars),G,-682
84,Belize,2018,Balance imports/exports (millions of US dollars),G,-717
84,Belize,2019,Balance imports/exports (millions of US dollars),G,-741
84,Belize,2020,Balance imports/exports (millions of US dollars),G,-575
204,Benin,1995,Imports CIF (millions of US dollars),S,745
204,Benin,2005,Imports CIF (millions of US dollars),S,899
204,Benin,2010,Imports CIF (millions of US dollars),S,"2,134"
204,Benin,2015,Imports CIF (millions of US dollars),S,"2,475"
204,Benin,2018,Imports CIF (millions of US dollars),S,"3,278"
204,Benin,2019,Imports CIF (millions of US dollars),S,"2,905"
204,Benin,2020,Imports CIF (millions of US dollars),S,"2,551"
204,Benin,1995,Exports FOB (millions of US dollars),S,415
204,Benin,2005,Exports FOB (millions of US dollars),S,288
204,Benin,2010,Exports FOB (millions of US dollars),S,534
204,Benin,2015,Exports FOB (millions of US dollars),S,626
204,Benin,2018,Exports FOB (millions of US dollars),S,952
204,Benin,2019,Exports FOB (millions of US dollars),S,852
204,Benin,2020,Exports FOB (millions of US dollars),S,763
204,Benin,1995,Balance imports/exports (millions of US dollars),S,-329
204,Benin,2005,Balance imports/exports (millions of US dollars),S,-611
204,Benin,2010,Balance imports/exports (millions of US dollars),S,"-1,600"
204,Benin,2015,Balance imports/exports (millions of US dollars),S,"-1,849"
204,Benin,2018,Balance imports/exports (millions of US dollars),S,"-2,326"
204,Benin,2019,Balance imports/exports (millions of US dollars),S,"-2,053"
204,Benin,2020,Balance imports/exports (millions of US dollars),S,"-1,788"
60,Bermuda,1995,Imports CIF (millions of US dollars),G,633
60,Bermuda,2005,Imports CIF (millions of US dollars),G,988
60,Bermuda,2010,Imports CIF (millions of US dollars),G,970
60,Bermuda,2015,Imports CIF (millions of US dollars),G,929
60,Bermuda,2018,Imports CIF (millions of US dollars),G,"1,070"
60,Bermuda,2019,Imports CIF (millions of US dollars),G,"1,118"
60,Bermuda,2020,Imports CIF (millions of US dollars),G,904
60,Bermuda,1995,Exports FOB (millions of US dollars),G,63
60,Bermuda,2005,Exports FOB (millions of US dollars),G,49
60,Bermuda,2010,Exports FOB (millions of US dollars),G,15
60,Bermuda,2015,Exports FOB (millions of US dollars),G,9
60,Bermuda,2018,Exports FOB (millions of US dollars),G,23
60,Bermuda,2019,Exports FOB (millions of US dollars),G,27
60,Bermuda,2020,Exports FOB (millions of US dollars),G,19
60,Bermuda,1995,Balance imports/exports (millions of US dollars),G,-570
60,Bermuda,2005,Balance imports/exports (millions of US dollars),G,-939
60,Bermuda,2010,Balance imports/exports (millions of US dollars),G,-955
60,Bermuda,2015,Balance imports/exports (millions of US dollars),G,-920
60,Bermuda,2018,Balance imports/exports (millions of US dollars),G,"-1,047"
60,Bermuda,2019,Balance imports/exports (millions of US dollars),G,"-1,091"
60,Bermuda,2020,Balance imports/exports (millions of US dollars),G,-885
64,Bhutan,1995,Imports CIF (millions of US dollars),G,113
64,Bhutan,2005,Imports CIF (millions of US dollars),G,387
64,Bhutan,2010,Imports CIF (millions of US dollars),G,854
64,Bhutan,2015,Imports CIF (millions of US dollars),G,"1,062"
64,Bhutan,2018,Imports CIF (millions of US dollars),G,"1,050"
64,Bhutan,2019,Imports CIF (millions of US dollars),G,983
64,Bhutan,2020,Imports CIF (millions of US dollars),G,922
64,Bhutan,1995,Exports FOB (millions of US dollars),G,103
64,Bhutan,2005,Exports FOB (millions of US dollars),G,258
64,Bhutan,2010,Exports FOB (millions of US dollars),G,413
64,Bhutan,2015,Exports FOB (millions of US dollars),G,549
64,Bhutan,2018,Exports FOB (millions of US dollars),G,606
64,Bhutan,2019,Exports FOB (millions of US dollars),G,594
64,Bhutan,2020,Exports FOB (millions of US dollars),G,584
64,Bhutan,1995,Balance imports/exports (millions of US dollars),G,-9
64,Bhutan,2005,Balance imports/exports (millions of US dollars),G,-129
64,Bhutan,2010,Balance imports/exports (millions of US dollars),G,-440
64,Bhutan,2015,Balance imports/exports (millions of US dollars),G,-512
64,Bhutan,2018,Balance imports/exports (millions of US dollars),G,-444
64,Bhutan,2019,Balance imports/exports (millions of US dollars),G,-388
64,Bhutan,2020,Balance imports/exports (millions of US dollars),G,-337
68,Bolivia (Plurin. State of),1995,Imports CIF (millions of US dollars),G,"1,396"
68,Bolivia (Plurin. State of),2005,Imports CIF (millions of US dollars),G,"2,343"
68,Bolivia (Plurin. State of),2010,Imports CIF (millions of US dollars),G,"5,604"
68,Bolivia (Plurin. State of),2015,Imports CIF (millions of US dollars),G,"9,843"
68,Bolivia (Plurin. State of),2018,Imports CIF (millions of US dollars),G,"10,000"
68,Bolivia (Plurin. State of),2019,Imports CIF (millions of US dollars),G,"9,785"
68,Bolivia (Plurin. State of),2020,Imports CIF (millions of US dollars),G,"7,115"
68,Bolivia (Plurin. State of),1995,Exports FOB (millions of US dollars),G,"1,181"
68,Bolivia (Plurin. State of),2005,Exports FOB (millions of US dollars),G,"2,797"
68,Bolivia (Plurin. State of),2010,Exports FOB (millions of US dollars),G,"7,051"
68,Bolivia (Plurin. State of),2015,Exports FOB (millions of US dollars),G,"8,923"
68,Bolivia (Plurin. State of),2018,Exports FOB (millions of US dollars),G,"9,110"
68,Bolivia (Plurin. State of),2019,Exports FOB (millions of US dollars),G,"8,924"
68,Bolivia (Plurin. State of),2020,Exports FOB (millions of US dollars),G,"7,033"
68,Bolivia (Plurin. State of),1995,Balance imports/exports (millions of US dollars),G,-215
68,Bolivia (Plurin. State of),2005,Balance imports/exports (millions of US dollars),G,454
68,Bolivia (Plurin. State of),2010,Balance imports/exports (millions of US dollars),G,"1,448"
68,Bolivia (Plurin. State of),2015,Balance imports/exports (millions of US dollars),G,-920
68,Bolivia (Plurin. State of),2018,Balance imports/exports (millions of US dollars),G,-890
68,Bolivia (Plurin. State of),2019,Balance imports/exports (millions of US dollars),G,-860
68,Bolivia (Plurin. State of),2020,Balance imports/exports (millions of US dollars),G,-82
70,Bosnia and Herzegovina,1995,Imports CIF (millions of US dollars),S,"1,068"
70,Bosnia and Herzegovina,2005,Imports CIF (millions of US dollars),S,"7,054"
70,Bosnia and Herzegovina,2010,Imports CIF (millions of US dollars),S,"9,223"
70,Bosnia and Herzegovina,2015,Imports CIF (millions of US dollars),S,"8,994"
70,Bosnia and Herzegovina,2018,Imports CIF (millions of US dollars),S,"11,630"
70,Bosnia and Herzegovina,2019,Imports CIF (millions of US dollars),S,"11,159"
70,Bosnia and Herzegovina,2020,Imports CIF (millions of US dollars),S,"9,867"
70,Bosnia and Herzegovina,1995,Exports FOB (millions of US dollars),S,152
70,Bosnia and Herzegovina,2005,Exports FOB (millions of US dollars),S,"2,388"
