Country Code,Country,Year,Series,System of trade,Value
414,Kuwait,2020,Balance imports/exports (millions of US dollars),S,"35,452"
417,Kyrgyzstan,1995,Imports CIF (millions of US dollars),S,522
417,Kyrgyzstan,2005,Imports CIF (millions of US dollars),S,"1,108"
417,Kyrgyzstan,2010,Imports CIF (millions of US dollars),S,"3,223"
417,Kyrgyzstan,2015,Imports CIF (millions of US dollars),S,"4,068"
417,Kyrgyzstan,2018,Imports CIF (millions of US dollars),S,"5,292"
417,Kyrgyzstan,2019,Imports CIF (millions of US dollars),S,"4,989"
417,Kyrgyzstan,2020,Imports CIF (millions of US dollars),S,"3,387"
417,Kyrgyzstan,1995,Exports FOB (millions of US dollars),S,412
417,Kyrgyzstan,2005,Exports FOB (millions of US dollars),S,672
417,Kyrgyzstan,2010,Exports FOB (millions of US dollars),S,"1,488"
417,Kyrgyzstan,2015,Exports FOB (millions of US dollars),S,"1,441"
417,Kyrgyzstan,2018,Exports FOB (millions of US dollars),S,"1,835"
417,Kyrgyzstan,2019,Exports FOB (millions of US dollars),S,"1,986"
417,Kyrgyzstan,2020,Exports FOB (millions of US dollars),S,"1,864"
417,Kyrgyzstan,1995,Balance imports/exports (millions of US dollars),S,-110
417,Kyrgyzstan,2005,Balance imports/exports (millions of US dollars),S,-436
417,Kyrgyzstan,2010,Balance imports/exports (millions of US dollars),S,"-1,734"
417,Kyrgyzstan,2015,Balance imports/exports (millions of US dollars),S,"-2,627"
417,Kyrgyzstan,2018,Balance imports/exports (millions of US dollars),S,"-3,457"
417,Kyrgyzstan,2019,Balance imports/exports (millions of US dollars),S,"-3,003"
417,Kyrgyzstan,2020,Balance imports/exports (millions of US dollars),S,"-1,523"
418,Lao People's Dem. Rep.,1995,Imports CIF (millions of US dollars),S,588
418,Lao People's Dem. Rep.,2005,Imports CIF (millions of US dollars),S,874
418,Lao People's Dem. Rep.,2010,Imports CIF (millions of US dollars),S,"1,837"
418,Lao People's Dem. Rep.,2015,Imports CIF (millions of US dollars),S,"3,778"
418,Lao People's Dem. Rep.,2018,Imports CIF (millions of US dollars),S,"5,848"
418,Lao People's Dem. Rep.,2019,Imports CIF (millions of US dollars),S,"5,797"
418,Lao People's Dem. Rep.,2020,Imports CIF (millions of US dollars),S,"6,309"
418,Lao People's Dem. Rep.,1995,Exports FOB (millions of US dollars),S,311
418,Lao People's Dem. Rep.,2005,Exports FOB (millions of US dollars),S,552
418,Lao People's Dem. Rep.,2010,Exports FOB (millions of US dollars),S,"1,909"
418,Lao People's Dem. Rep.,2015,Exports FOB (millions of US dollars),S,"2,985"
418,Lao People's Dem. Rep.,2018,Exports FOB (millions of US dollars),S,"5,815"
418,Lao People's Dem. Rep.,2019,Exports FOB (millions of US dollars),S,"5,809"
418,Lao People's Dem. Rep.,2020,Exports FOB (millions of US dollars),S,"5,669"
418,Lao People's Dem. Rep.,1995,Balance imports/exports (millions of US dollars),S,-277
418,Lao People's Dem. Rep.,2005,Balance imports/exports (millions of US dollars),S,-322
418,Lao People's Dem. Rep.,2010,Balance imports/exports (millions of US dollars),S,72
418,Lao People's Dem. Rep.,2015,Balance imports/exports (millions of US dollars),S,-793
418,Lao People's Dem. Rep.,2018,Balance imports/exports (millions of US dollars),S,-33
418,Lao People's Dem. Rep.,2019,Balance imports/exports (millions of US dollars),S,12
418,Lao People's Dem. Rep.,2020,Balance imports/exports (millions of US dollars),S,-639
428,Latvia,1995,Imports CIF (millions of US dollars),S,"1,818"
428,Latvia,2005,Imports CIF (millions of US dollars),S,"8,770"
428,Latvia,2010,Imports CIF (millions of US dollars),S,"11,143"
428,Latvia,2015,Imports CIF (millions of US dollars),S,"14,096"
428,Latvia,2018,Imports CIF (millions of US dollars),S,"18,613"
428,Latvia,2019,Imports CIF (millions of US dollars),S,"17,768"
428,Latvia,2020,Imports CIF (millions of US dollars),S,"17,334"
428,Latvia,1995,Exports FOB (millions of US dollars),S,"1,305"
428,Latvia,2005,Exports FOB (millions of US dollars),S,"5,303"
428,Latvia,2010,Exports FOB (millions of US dollars),S,"8,851"
428,Latvia,2015,Exports FOB (millions of US dollars),S,"11,650"
428,Latvia,2018,Exports FOB (millions of US dollars),S,"15,065"
428,Latvia,2019,Exports FOB (millions of US dollars),S,"14,447"
428,Latvia,2020,Exports FOB (millions of US dollars),S,"15,154"
428,Latvia,1995,Balance imports/exports (millions of US dollars),S,-513
428,Latvia,2005,Balance imports/exports (millions of US dollars),S,"-3,468"
428,Latvia,2010,Balance imports/exports (millions of US dollars),S,"-2,292"
428,Latvia,2015,Balance imports/exports (millions of US dollars),S,"-2,446"
428,Latvia,2018,Balance imports/exports (millions of US dollars),S,"-3,548"
428,Latvia,2019,Balance imports/exports (millions of US dollars),S,"-3,320"
428,Latvia,2020,Balance imports/exports (millions of US dollars),S,"-2,181"
422,Lebanon,1995,Imports CIF (millions of US dollars),G,"7,295"
422,Lebanon,2005,Imports CIF (millions of US dollars),G,"9,327"
422,Lebanon,2010,Imports CIF (millions of US dollars),G,"17,970"
422,Lebanon,2015,Imports CIF (millions of US dollars),G,"18,600"
422,Lebanon,2018,Imports CIF (millions of US dollars),G,"19,983"
422,Lebanon,2019,Imports CIF (millions of US dollars),G,"18,472"
422,Lebanon,2020,Imports CIF (millions of US dollars),G,"15,472"
422,Lebanon,1995,Exports FOB (millions of US dollars),G,826
422,Lebanon,2005,Exports FOB (millions of US dollars),G,"1,879"
422,Lebanon,2010,Exports FOB (millions of US dollars),G,"4,254"
422,Lebanon,2015,Exports FOB (millions of US dollars),G,"2,953"
422,Lebanon,2018,Exports FOB (millions of US dollars),G,"2,953"
422,Lebanon,2019,Exports FOB (millions of US dollars),G,"3,154"
422,Lebanon,2020,Exports FOB (millions of US dollars),G,"3,468"
422,Lebanon,1995,Balance imports/exports (millions of US dollars),G,"-6,469"
422,Lebanon,2005,Balance imports/exports (millions of US dollars),G,"-7,448"
422,Lebanon,2010,Balance imports/exports (millions of US dollars),G,"-13,716"
422,Lebanon,2015,Balance imports/exports (millions of US dollars),G,"-15,646"
422,Lebanon,2018,Balance imports/exports (millions of US dollars),G,"-17,030"
422,Lebanon,2019,Balance imports/exports (millions of US dollars),G,"-15,317"
422,Lebanon,2020,Balance imports/exports (millions of US dollars),G,"-12,004"
426,Lesotho,2005,Imports CIF (millions of US dollars),G,"1,410"
426,Lesotho,2010,Imports CIF (millions of US dollars),G,"1,277"
426,Lesotho,2015,Imports CIF (millions of US dollars),G,"1,410"
426,Lesotho,2018,Imports CIF (millions of US dollars),G,"1,679"
426,Lesotho,2019,Imports CIF (millions of US dollars),G,"1,570"
426,Lesotho,2020,Imports CIF (millions of US dollars),G,"1,500"
426,Lesotho,2005,Exports FOB (millions of US dollars),G,650
426,Lesotho,2010,Exports FOB (millions of US dollars),G,503
426,Lesotho,2015,Exports FOB (millions of US dollars),G,604
426,Lesotho,2018,Exports FOB (millions of US dollars),G,"1,160"
426,Lesotho,2019,Exports FOB (millions of US dollars),G,"1,575"
426,Lesotho,2020,Exports FOB (millions of US dollars),G,"2,250"
426,Lesotho,2005,Balance imports/exports (millions of US dollars),G,-760
426,Lesotho,2010,Balance imports/exports (millions of US dollars),G,-773
426,Lesotho,2015,Balance imports/exports (millions of US dollars),G,-806
426,Lesotho,2018,Balance imports/exports (millions of US dollars),G,-519
426,Lesotho,2019,Balance imports/exports (millions of US dollars),G,6
426,Lesotho,2020,Balance imports/exports (millions of US dollars),G,750
430,Liberia,1995,Imports CIF (millions of US dollars),S,358
430,Liberia,2005,Imports CIF (millions of US dollars),S,309
430,Liberia,2010,Imports CIF (millions of US dollars),S,710
430,Liberia,2015,Imports CIF (millions of US dollars),S,901
430,Liberia,2018,Imports CIF (millions of US dollars),S,576
430,Liberia,2019,Imports CIF (millions of US dollars),S,496
430,Liberia,2020,Imports CIF (millions of US dollars),S,287
430,Liberia,1995,Exports FOB (millions of US dollars),S,452
430,Liberia,2005,Exports FOB (millions of US dollars),S,130
430,Liberia,2010,Exports FOB (millions of US dollars),S,222
430,Liberia,2015,Exports FOB (millions of US dollars),S,627
430,Liberia,2018,Exports FOB (millions of US dollars),S,782
430,Liberia,2019,Exports FOB (millions of US dollars),S,842
430,Liberia,2020,Exports FOB (millions of US dollars),S,891
430,Liberia,1995,Balance imports/exports (millions of US dollars),S,94
430,Liberia,2005,Balance imports/exports (millions of US dollars),S,-179
430,Liberia,2010,Balance imports/exports (millions of US dollars),S,-488
430,Liberia,2015,Balance imports/exports (millions of US dollars),S,-273
430,Liberia,2018,Balance imports/exports (millions of US dollars),S,207
430,Liberia,2019,Balance imports/exports (millions of US dollars),S,346
430,Liberia,2020,Balance imports/exports (millions of US dollars),S,604
434,Libya,1995,Imports CIF (millions of US dollars),G,"4,912"
434,Libya,2005,Imports CIF (millions of US dollars),G,"6,058"
434,Libya,2010,Imports CIF (millions of US dollars),G,"17,674"
434,Libya,2015,Imports CIF (millions of US dollars),G,"13,000"
434,Libya,2018,Imports CIF (millions of US dollars),G,"13,473"
434,Libya,2019,Imports CIF (millions of US dollars),G,"19,572"
434,Libya,2020,Imports CIF (millions of US dollars),G,"28,468"
434,Libya,1995,Exports FOB (millions of US dollars),G,"9,363"
434,Libya,2005,Exports FOB (millions of US dollars),G,"31,272"
434,Libya,2010,Exports FOB (millions of US dollars),G,"36,440"
434,Libya,2015,Exports FOB (millions of US dollars),G,"10,200"
434,Libya,2018,Exports FOB (millions of US dollars),G,"30,041"
434,Libya,2019,Exports FOB (millions of US dollars),G,"44,748"
434,Libya,2020,Exports FOB (millions of US dollars),G,"66,843"
434,Libya,1995,Balance imports/exports (millions of US dollars),G,"4,451"
434,Libya,2005,Balance imports/exports (millions of US dollars),G,"25,215"
434,Libya,2010,Balance imports/exports (millions of US dollars),G,"18,766"
434,Libya,2015,Balance imports/exports (millions of US dollars),G,"-2,800"
434,Libya,2018,Balance imports/exports (millions of US dollars),G,"16,568"
434,Libya,2019,Balance imports/exports (millions of US dollars),G,"25,176"
434,Libya,2020,Balance imports/exports (millions of US dollars),G,"38,375"
440,Lithuania,1995,Imports CIF (millions of US dollars),G,"3,649"
440,Lithuania,2005,Imports CIF (millions of US dollars),G,"15,704"
440,Lithuania,2010,Imports CIF (millions of US dollars),G,"23,378"
440,Lithuania,2015,Imports CIF (millions of US dollars),G,"28,176"
440,Lithuania,2018,Imports CIF (millions of US dollars),G,"36,501"
440,Lithuania,2019,Imports CIF (millions of US dollars),G,"35,759"
440,Lithuania,2020,Imports CIF (millions of US dollars),G,"33,125"
440,Lithuania,1995,Exports FOB (millions of US dollars),G,"2,706"
440,Lithuania,2005,Exports FOB (millions of US dollars),G,"12,070"
440,Lithuania,2010,Exports FOB (millions of US dollars),G,"20,814"
440,Lithuania,2015,Exports FOB (millions of US dollars),G,"25,411"
440,Lithuania,2018,Exports FOB (millions of US dollars),G,"33,335"
440,Lithuania,2019,Exports FOB (millions of US dollars),G,"33,151"
440,Lithuania,2020,Exports FOB (millions of US dollars),G,"32,753"
440,Lithuania,1995,Balance imports/exports (millions of US dollars),G,-943
440,Lithuania,2005,Balance imports/exports (millions of US dollars),G,"-3,634"
440,Lithuania,2010,Balance imports/exports (millions of US dollars),G,"-2,564"
440,Lithuania,2015,Balance imports/exports (millions of US dollars),G,"-2,765"
440,Lithuania,2018,Balance imports/exports (millions of US dollars),G,"-3,167"
440,Lithuania,2019,Balance imports/exports (millions of US dollars),G,"-2,609"
440,Lithuania,2020,Balance imports/exports (millions of US dollars),G,-372
442,Luxembourg,2005,Imports CIF (millions of US dollars),S,"17,586"
442,Luxembourg,2010,Imports CIF (millions of US dollars),S,"20,400"
442,Luxembourg,2015,Imports CIF (millions of US dollars),S,"19,296"
442,Luxembourg,2018,Imports CIF (millions of US dollars),S,"23,119"
442,Luxembourg,2019,Imports CIF (millions of US dollars),S,"22,674"
442,Luxembourg,2020,Imports CIF (millions of US dollars),S,"20,610"
442,Luxembourg,2005,Exports FOB (millions of US dollars),S,"12,715"
442,Luxembourg,2010,Exports FOB (millions of US dollars),S,"13,911"
442,Luxembourg,2015,Exports FOB (millions of US dollars),S,"12,626"
442,Luxembourg,2018,Exports FOB (millions of US dollars),S,"15,148"
442,Luxembourg,2019,Exports FOB (millions of US dollars),S,"14,667"
442,Luxembourg,2020,Exports FOB (millions of US dollars),S,"13,442"
442,Luxembourg,2005,Balance imports/exports (millions of US dollars),S,"-4,871"
442,Luxembourg,2010,Balance imports/exports (millions of US dollars),S,"-6,489"
442,Luxembourg,2015,Balance imports/exports (millions of US dollars),S,"-6,671"
442,Luxembourg,2018,Balance imports/exports (millions of US dollars),S,"-7,970"
442,Luxembourg,2019,Balance imports/exports (millions of US dollars),S,"-8,006"
442,Luxembourg,2020,Balance imports/exports (millions of US dollars),S,"-7,167"
450,Madagascar,1995,Imports CIF (millions of US dollars),S,550
450,Madagascar,2005,Imports CIF (millions of US dollars),S,"1,686"
450,Madagascar,2010,Imports CIF (millions of US dollars),S,"2,546"
450,Madagascar,2015,Imports CIF (millions of US dollars),S,"2,961"
450,Madagascar,2018,Imports CIF (millions of US dollars),S,"4,082"
450,Madagascar,2019,Imports CIF (millions of US dollars),S,"3,603"
450,Madagascar,2020,Imports CIF (millions of US dollars),S,"2,968"
450,Madagascar,1995,Exports FOB (millions of US dollars),S,360
450,Madagascar,2005,Exports FOB (millions of US dollars),S,836
450,Madagascar,2010,Exports FOB (millions of US dollars),S,"1,082"
450,Madagascar,2015,Exports FOB (millions of US dollars),S,"2,164"
450,Madagascar,2018,Exports FOB (millions of US dollars),S,"3,133"
450,Madagascar,2019,Exports FOB (millions of US dollars),S,"2,689"
450,Madagascar,2020,Exports FOB (millions of US dollars),S,"2,005"
450,Madagascar,1995,Balance imports/exports (millions of US dollars),S,-190
450,Madagascar,2005,Balance imports/exports (millions of US dollars),S,-850
450,Madagascar,2010,Balance imports/exports (millions of US dollars),S,"-1,464"
450,Madagascar,2015,Balance imports/exports (millions of US dollars),S,-796
450,Madagascar,2018,Balance imports/exports (millions of US dollars),S,-949
450,Madagascar,2019,Balance imports/exports (millions of US dollars),S,-914
450,Madagascar,2020,Balance imports/exports (millions of US dollars),S,-963
454,Malawi,1995,Imports CIF (millions of US dollars),G,500
454,Malawi,2005,Imports CIF (millions of US dollars),G,"1,165"
454,Malawi,2010,Imports CIF (millions of US dollars),G,"2,173"
454,Malawi,2015,Imports CIF (millions of US dollars),G,"2,312"
454,Malawi,2018,Imports CIF (millions of US dollars),G,"2,706"
454,Malawi,2019,Imports CIF (millions of US dollars),G,"2,941"
454,Malawi,2020,Imports CIF (millions of US dollars),G,"2,406"
454,Malawi,1995,Exports FOB (millions of US dollars),G,433
454,Malawi,2005,Exports FOB (millions of US dollars),G,495
454,Malawi,2010,Exports FOB (millions of US dollars),G,"1,066"
454,Malawi,2015,Exports FOB (millions of US dollars),G,"1,080"
454,Malawi,2018,Exports FOB (millions of US dollars),G,880
454,Malawi,2019,Exports FOB (millions of US dollars),G,913
454,Malawi,2020,Exports FOB (millions of US dollars),G,632
454,Malawi,1995,Balance imports/exports (millions of US dollars),G,-67
454,Malawi,2005,Balance imports/exports (millions of US dollars),G,-670
454,Malawi,2010,Balance imports/exports (millions of US dollars),G,"-1,107"
454,Malawi,2015,Balance imports/exports (millions of US dollars),G,"-1,232"
454,Malawi,2018,Balance imports/exports (millions of US dollars),G,"-1,826"
454,Malawi,2019,Balance imports/exports (millions of US dollars),G,"-2,028"
454,Malawi,2020,Balance imports/exports (millions of US dollars),G,"-1,775"
458,Malaysia,1995,Imports CIF (millions of US dollars),G,"77,046"
458,Malaysia,2005,Imports CIF (millions of US dollars),G,"114,290"
458,Malaysia,2010,Imports CIF (millions of US dollars),G,"164,586"
458,Malaysia,2015,Imports CIF (millions of US dollars),G,"176,175"
458,Malaysia,2018,Imports CIF (millions of US dollars),G,"217,358"
458,Malaysia,2019,Imports CIF (millions of US dollars),G,"204,906"
458,Malaysia,2020,Imports CIF (millions of US dollars),G,"189,804"
458,Malaysia,1995,Exports FOB (millions of US dollars),G,"73,778"
458,Malaysia,2005,Exports FOB (millions of US dollars),G,"141,624"
458,Malaysia,2010,Exports FOB (millions of US dollars),G,"198,791"
458,Malaysia,2015,Exports FOB (millions of US dollars),G,"200,211"
458,Malaysia,2018,Exports FOB (millions of US dollars),G,"247,324"
458,Malaysia,2019,Exports FOB (millions of US dollars),G,"238,089"
458,Malaysia,2020,Exports FOB (millions of US dollars),G,"234,042"
458,Malaysia,1995,Balance imports/exports (millions of US dollars),G,"-3,267"
458,Malaysia,2005,Balance imports/exports (millions of US dollars),G,"27,334"
458,Malaysia,2010,Balance imports/exports (millions of US dollars),G,"34,204"
458,Malaysia,2015,Balance imports/exports (millions of US dollars),G,"24,036"
458,Malaysia,2018,Balance imports/exports (millions of US dollars),G,"29,965"
458,Malaysia,2019,Balance imports/exports (millions of US dollars),G,"33,183"
458,Malaysia,2020,Balance imports/exports (millions of US dollars),G,"44,238"
462,Maldives,1995,Imports CIF (millions of US dollars),G,268
462,Maldives,2005,Imports CIF (millions of US dollars),G,745
462,Maldives,2010,Imports CIF (millions of US dollars),G,"1,095"
462,Maldives,2015,Imports CIF (millions of US dollars),G,"1,897"
462,Maldives,2018,Imports CIF (millions of US dollars),G,"2,961"
462,Maldives,2019,Imports CIF (millions of US dollars),G,"2,888"
462,Maldives,2020,Imports CIF (millions of US dollars),G,"1,809"
462,Maldives,1995,Exports FOB (millions of US dollars),G,50
462,Maldives,2005,Exports FOB (millions of US dollars),G,154
462,Maldives,2010,Exports FOB (millions of US dollars),G,74
462,Maldives,2015,Exports FOB (millions of US dollars),G,144
462,Maldives,2018,Exports FOB (millions of US dollars),G,182
462,Maldives,2019,Exports FOB (millions of US dollars),G,158
462,Maldives,2020,Exports FOB (millions of US dollars),G,149
462,Maldives,1995,Balance imports/exports (millions of US dollars),G,-218
462,Maldives,2005,Balance imports/exports (millions of US dollars),G,-591
462,Maldives,2010,Balance imports/exports (millions of US dollars),G,"-1,021"
462,Maldives,2015,Balance imports/exports (millions of US dollars),G,"-1,753"
462,Maldives,2018,Balance imports/exports (millions of US dollars),G,"-2,779"
462,Maldives,2019,Balance imports/exports (millions of US dollars),G,"-2,730"
462,Maldives,2020,Balance imports/exports (millions of US dollars),G,"-1,661"
466,Mali,1995,Imports CIF (millions of US dollars),S,774
466,Mali,2005,Imports CIF (millions of US dollars),S,"1,544"
466,Mali,2010,Imports CIF (millions of US dollars),S,"4,704"
466,Mali,2015,Imports CIF (millions of US dollars),S,"3,169"
466,Mali,2018,Imports CIF (millions of US dollars),S,"5,618"
466,Mali,2019,Imports CIF (millions of US dollars),S,"8,277"
466,Mali,2020,Imports CIF (millions of US dollars),S,"10,593"
466,Mali,1995,Exports FOB (millions of US dollars),S,443
466,Mali,2005,Exports FOB (millions of US dollars),S,"1,075"
466,Mali,2010,Exports FOB (millions of US dollars),S,"1,996"
466,Mali,2015,Exports FOB (millions of US dollars),S,"2,530"
466,Mali,2018,Exports FOB (millions of US dollars),S,"1,268"
466,Mali,2019,Exports FOB (millions of US dollars),S,879
466,Mali,2020,Exports FOB (millions of US dollars),S,578
466,Mali,1995,Balance imports/exports (millions of US dollars),S,-331
466,Mali,2005,Balance imports/exports (millions of US dollars),S,-468
466,Mali,2010,Balance imports/exports (millions of US dollars),S,"-2,707"
466,Mali,2015,Balance imports/exports (millions of US dollars),S,-639
466,Mali,2018,Balance imports/exports (millions of US dollars),S,"-4,351"
466,Mali,2019,Balance imports/exports (millions of US dollars),S,"-7,397"
466,Mali,2020,Balance imports/exports (millions of US dollars),S,"-10,015"
470,Malta,1995,Imports CIF (millions of US dollars),G,"2,942"
470,Malta,2005,Imports CIF (millions of US dollars),G,"3,865"
470,Malta,2010,Imports CIF (millions of US dollars),G,"5,732"
470,Malta,2015,Imports CIF (millions of US dollars),G,"6,788"
470,Malta,2018,Imports CIF (millions of US dollars),G,"7,204"
470,Malta,2019,Imports CIF (millions of US dollars),G,"8,211"
470,Malta,2020,Imports CIF (millions of US dollars),G,"5,783"
470,Malta,1995,Exports FOB (millions of US dollars),G,"1,913"
470,Malta,2005,Exports FOB (millions of US dollars),G,"2,431"
470,Malta,2010,Exports FOB (millions of US dollars),G,"3,717"
470,Malta,2015,Exports FOB (millions of US dollars),G,"3,915"
470,Malta,2018,Exports FOB (millions of US dollars),G,"3,869"
470,Malta,2019,Exports FOB (millions of US dollars),G,"4,143"
470,Malta,2020,Exports FOB (millions of US dollars),G,"3,514"
470,Malta,1995,Balance imports/exports (millions of US dollars),G,"-1,029"
470,Malta,2005,Balance imports/exports (millions of US dollars),G,"-1,435"
470,Malta,2010,Balance imports/exports (millions of US dollars),G,"-2,015"
470,Malta,2015,Balance imports/exports (millions of US dollars),G,"-2,873"
470,Malta,2018,Balance imports/exports (millions of US dollars),G,"-3,336"
470,Malta,2019,Balance imports/exports (millions of US dollars),G,"-4,068"
470,Malta,2020,Balance imports/exports (millions of US dollars),G,"-2,269"
584,Marshall Islands,1995,Imports CIF (millions of US dollars),G,75
584,Marshall Islands,2005,Imports CIF (millions of US dollars),G,68
584,Marshall Islands,2010,Imports CIF (millions of US dollars),G,76
584,Marshall Islands,2015,Imports CIF (millions of US dollars),G,84
584,Marshall Islands,2018,Imports CIF (millions of US dollars),G,90
584,Marshall Islands,2019,Imports CIF (millions of US dollars),G,91
584,Marshall Islands,2020,Imports CIF (millions of US dollars),G,72
584,Marshall Islands,1995,Exports FOB (millions of US dollars),G,23
584,Marshall Islands,2005,Exports FOB (millions of US dollars),G,11
584,Marshall Islands,2010,Exports FOB (millions of US dollars),G,17
584,Marshall Islands,2015,Exports FOB (millions of US dollars),G,25
584,Marshall Islands,2018,Exports FOB (millions of US dollars),G,32
584,Marshall Islands,2019,Exports FOB (millions of US dollars),G,35
584,Marshall Islands,2020,Exports FOB (millions of US dollars),G,23
584,Marshall Islands,1995,Balance imports/exports (millions of US dollars),G,-52
584,Marshall Islands,2005,Balance imports/exports (millions of US dollars),G,-57
584,Marshall Islands,2010,Balance imports/exports (millions of US dollars),G,-60
584,Marshall Islands,2015,Balance imports/exports (millions of US dollars),G,-59
584,Marshall Islands,2018,Balance imports/exports (millions of US dollars),G,-57
584,Marshall Islands,2019,Balance imports/exports (millions of US dollars),G,-56
584,Marshall Islands,2020,Balance imports/exports (millions of US dollars),G,-50
474,Martinique,1995,Imports CIF (millions of US dollars),S,"1,970"
474,Martinique,1995,Exports FOB (millions of US dollars),S,242
474,Martinique,1995,Balance imports/exports (millions of US dollars),S,"-1,728"
478,Mauritania,1995,Imports CIF (millions of US dollars),S,326
478,Mauritania,2005,Imports CIF (millions of US dollars),S,"1,342"
478,Mauritania,2010,Imports CIF (millions of US dollars),S,"1,708"
478,Mauritania,2015,Imports CIF (millions of US dollars),S,"3,703"
478,Mauritania,2018,Imports CIF (millions of US dollars),S,"3,183"
478,Mauritania,2019,Imports CIF (millions of US dollars),S,"3,520"
478,Mauritania,2020,Imports CIF (millions of US dollars),S,"3,937"
478,Mauritania,1995,Exports FOB (millions of US dollars),S,550
478,Mauritania,2005,Exports FOB (millions of US dollars),S,556
478,Mauritania,2010,Exports FOB (millions of US dollars),S,"1,819"
478,Mauritania,2015,Exports FOB (millions of US dollars),S,"1,832"
478,Mauritania,2018,Exports FOB (millions of US dollars),S,"2,052"
478,Mauritania,2019,Exports FOB (millions of US dollars),S,"2,266"
478,Mauritania,2020,Exports FOB (millions of US dollars),S,"2,700"
478,Mauritania,1995,Balance imports/exports (millions of US dollars),S,225
478,Mauritania,2005,Balance imports/exports (millions of US dollars),S,-786
478,Mauritania,2010,Balance imports/exports (millions of US dollars),S,111
478,Mauritania,2015,Balance imports/exports (millions of US dollars),S,"-1,872"
478,Mauritania,2018,Balance imports/exports (millions of US dollars),S,"-1,131"
478,Mauritania,2019,Balance imports/exports (millions of US dollars),S,"-1,253"
478,Mauritania,2020,Balance imports/exports (millions of US dollars),S,"-1,237"
480,Mauritius,1995,Imports CIF (millions of US dollars),G,"2,000"
480,Mauritius,2005,Imports CIF (millions of US dollars),G,"3,160"
480,Mauritius,2010,Imports CIF (millions of US dollars),G,"4,402"
480,Mauritius,2015,Imports CIF (millions of US dollars),G,"4,458"
480,Mauritius,2018,Imports CIF (millions of US dollars),G,"5,669"
480,Mauritius,2019,Imports CIF (millions of US dollars),G,"5,601"
480,Mauritius,2020,Imports CIF (millions of US dollars),G,"4,224"
480,Mauritius,1995,Exports FOB (millions of US dollars),G,"1,538"
480,Mauritius,2005,Exports FOB (millions of US dollars),G,"2,144"
480,Mauritius,2010,Exports FOB (millions of US dollars),G,"1,850"
480,Mauritius,2015,Exports FOB (millions of US dollars),G,"2,481"
480,Mauritius,2018,Exports FOB (millions of US dollars),G,"1,988"
480,Mauritius,2019,Exports FOB (millions of US dollars),G,"1,876"
480,Mauritius,2020,Exports FOB (millions of US dollars),G,"1,544"
480,Mauritius,1995,Balance imports/exports (millions of US dollars),G,-462
480,Mauritius,2005,Balance imports/exports (millions of US dollars),G,"-1,016"
480,Mauritius,2010,Balance imports/exports (millions of US dollars),G,"-2,553"
480,Mauritius,2015,Balance imports/exports (millions of US dollars),G,"-1,977"
480,Mauritius,2018,Balance imports/exports (millions of US dollars),G,"-3,682"
480,Mauritius,2019,Balance imports/exports (millions of US dollars),G,"-3,725"
480,Mauritius,2020,Balance imports/exports (millions of US dollars),G,"-2,680"
175,Mayotte,2005,Imports CIF (millions of US dollars),G,309
175,Mayotte,2005,Exports FOB (millions of US dollars),G,6
175,Mayotte,2005,Balance imports/exports (millions of US dollars),G,-303
484,Mexico,1995,Imports CIF (millions of US dollars),G,"72,453"
484,Mexico,2005,Imports CIF (millions of US dollars),G,"221,819"
484,Mexico,2010,Imports CIF (millions of US dollars),G,"301,482"
484,Mexico,2015,Imports CIF (millions of US dollars),G,"395,234"
484,Mexico,2018,Imports CIF (millions of US dollars),G,"464,294"
484,Mexico,2019,Imports CIF (millions of US dollars),G,"455,289"
484,Mexico,2020,Imports CIF (millions of US dollars),G,"383,306"
484,Mexico,1995,Exports FOB (millions of US dollars),G,"79,541"
484,Mexico,2005,Exports FOB (millions of US dollars),G,"214,207"
484,Mexico,2010,Exports FOB (millions of US dollars),G,"298,305"
484,Mexico,2015,Exports FOB (millions of US dollars),G,"380,550"
484,Mexico,2018,Exports FOB (millions of US dollars),G,"450,684"
484,Mexico,2019,Exports FOB (millions of US dollars),G,"460,704"
484,Mexico,2020,Exports FOB (millions of US dollars),G,"418,141"
484,Mexico,1995,Balance imports/exports (millions of US dollars),G,"7,088"
484,Mexico,2005,Balance imports/exports (millions of US dollars),G,"-7,612"
484,Mexico,2010,Balance imports/exports (millions of US dollars),G,"-3,177"
484,Mexico,2015,Balance imports/exports (millions of US dollars),G,"-14,684"
484,Mexico,2018,Balance imports/exports (millions of US dollars),G,"-13,610"
484,Mexico,2019,Balance imports/exports (millions of US dollars),G,"5,414"
484,Mexico,2020,Balance imports/exports (millions of US dollars),G,"34,835"
583,Micronesia (Fed. States of),1995,Imports CIF (millions of US dollars),S,100
583,Micronesia (Fed. States of),2005,Imports CIF (millions of US dollars),S,128
583,Micronesia (Fed. States of),2010,Imports CIF (millions of US dollars),S,168
583,Micronesia (Fed. States of),2015,Imports CIF (millions of US dollars),S,160
583,Micronesia (Fed. States of),2018,Imports CIF (millions of US dollars),S,189
583,Micronesia (Fed. States of),2019,Imports CIF (millions of US dollars),S,189
583,Micronesia (Fed. States of),2020,Imports CIF (millions of US dollars),S,189
583,Micronesia (Fed. States of),1995,Exports FOB (millions of US dollars),S,43
583,Micronesia (Fed. States of),2005,Exports FOB (millions of US dollars),S,13
583,Micronesia (Fed. States of),2010,Exports FOB (millions of US dollars),S,23
